dataset,seed,teacher,eval_MASE__Standalone,eval_MASE__NaiveKD,eval_MASE__HardRejectSR,eval_MASE__SoftSR,regret__NaiveKD,regret__HardRejectSR,regret__SoftSR,gate__SoftSR
ETTm2,11,QKRR,1.623143478781049,0.8953517579902521,1.623143478781049,0.7074398039865436,-0.44838409561756987,0.0,-0.5641544858881989,0.1610660271204671
ETTm2,11,QRC,1.623143478781049,1.4709539485582983,1.4709539485582983,1.2925744135535402,-0.09376221647210281,-0.09376221647210281,-0.20365979320310004,0.5896517212012163
